card_source_id,origin_matrix_id,card_id,source_id,source_level,source_role,bibliographic_support,research_support,independent_source_key,usage_status,issue_code
V1-CS-0347,,V1-CARD-0173,SRC-0228,B,both,yes,yes,SRC-0228,used,NONE
V1-CS-0348,,V1-CARD-0174,SRC-0229,B,both,yes,yes,SRC-0229,used,NONE
V1-CS-0349,,V1-CARD-0174,SRC-0230,B,both,yes,yes,SRC-0230,used,NONE
V1-CS-0350,,V1-CARD-0175,SRC-0225,B,both,yes,yes,SRC-0225,used,NONE
V1-CS-0351,,V1-CARD-0175,SRC-0226,B,both,yes,yes,SRC-0226,used,NONE
V1-CS-0352,,V1-CARD-0176,SRC-0225,B,both,yes,yes,SRC-0225,used,NONE
V1-CS-0353,,V1-CARD-0176,SRC-0226,B,both,yes,yes,SRC-0226,used,NONE
V1-CS-0354,,V1-CARD-0177,SRC-0225,B,both,yes,yes,SRC-0225,used,NONE
V1-CS-0355,,V1-CARD-0177,SRC-0226,B,both,yes,yes,SRC-0226,used,NONE
V1-CS-0356,,V1-CARD-0178,SRC-0227,B,both,yes,yes,SRC-0227,used,NONE
V1-CS-0357,,V1-CARD-0178,SRC-0228,B,both,yes,yes,SRC-0228,used,NONE
V1-CS-0358,,V1-CARD-0179,SRC-0227,B,both,yes,yes,SRC-0227,used,NONE
V1-CS-0359,,V1-CARD-0179,SRC-0228,B,both,yes,yes,SRC-0228,used,NONE
V1-CS-0360,,V1-CARD-0180,SRC-0227,B,both,yes,yes,SRC-0227,used,NONE
V1-CS-0361,,V1-CARD-0180,SRC-0228,B,both,yes,yes,SRC-0228,used,NONE
V1-CS-0362,,V1-CARD-0181,SRC-0229,B,both,yes,yes,SRC-0229,used,NONE
V1-CS-0363,,V1-CARD-0181,SRC-0230,B,both,yes,yes,SRC-0230,used,NONE
V1-CS-0364,,V1-CARD-0182,SRC-0229,B,both,yes,yes,SRC-0229,used,NONE
V1-CS-0365,,V1-CARD-0182,SRC-0230,B,both,yes,yes,SRC-0230,used,NONE
V1-CS-0366,,V1-CARD-0183,SRC-0229,B,both,yes,yes,SRC-0229,used,NONE
V1-CS-0367,,V1-CARD-0183,SRC-0230,B,both,yes,yes,SRC-0230,used,NONE
V1-CS-0368,,V1-CARD-0184,SRC-0231,B,both,yes,yes,SRC-0231,used,NONE
V1-CS-0369,,V1-CARD-0184,SRC-0232,B,both,yes,yes,SRC-0232,used,NONE
V1-CS-0370,,V1-CARD-0185,SRC-0235,B,both,yes,yes,SRC-0235,used,NONE
V1-CS-0371,,V1-CARD-0185,SRC-0236,B,both,yes,yes,SRC-0236,used,NONE
V1-CS-0372,,V1-CARD-0186,SRC-0239,B,both,yes,yes,SRC-0239,used,NONE
V1-CS-0373,,V1-CARD-0186,SRC-0240,B,both,yes,yes,SRC-0240,used,NONE
V1-CS-0374,,V1-CARD-0187,SRC-0231,B,both,yes,yes,SRC-0231,used,NONE
V1-CS-0375,,V1-CARD-0187,SRC-0234,B,both,yes,yes,SRC-0234,used,NONE
V1-CS-0376,,V1-CARD-0188,SRC-0231,B,both,yes,yes,SRC-0231,used,NONE
V1-CS-0377,,V1-CARD-0188,SRC-0233,B,both,yes,yes,SRC-0233,used,NONE
V1-CS-0378,,V1-CARD-0189,SRC-0231,B,both,yes,yes,SRC-0231,used,NONE
V1-CS-0379,,V1-CARD-0189,SRC-0232,B,both,yes,yes,SRC-0232,used,NONE
V1-CS-0380,,V1-CARD-0190,SRC-0235,B,both,yes,yes,SRC-0235,used,NONE
V1-CS-0381,,V1-CARD-0190,SRC-0238,B,both,yes,yes,SRC-0238,used,NONE
V1-CS-0382,,V1-CARD-0191,SRC-0235,B,both,yes,yes,SRC-0235,used,NONE
V1-CS-0383,,V1-CARD-0191,SRC-0236,B,both,yes,yes,SRC-0236,used,NONE
V1-CS-0384,,V1-CARD-0192,SRC-0235,B,both,yes,yes,SRC-0235,used,NONE
V1-CS-0385,,V1-CARD-0192,SRC-0237,B,both,yes,yes,SRC-0237,used,NONE
V1-CS-0386,,V1-CARD-0193,SRC-0239,B,both,yes,yes,SRC-0239,used,NONE
V1-CS-0387,,V1-CARD-0193,SRC-0240,B,both,yes,yes,SRC-0240,used,NONE
V1-CS-0388,,V1-CARD-0194,SRC-0239,B,both,yes,yes,SRC-0239,used,NONE
V1-CS-0389,,V1-CARD-0194,SRC-0240,B,both,yes,yes,SRC-0240,used,NONE
V1-CS-0390,,V1-CARD-0195,SRC-0239,B,both,yes,yes,SRC-0239,used,NONE
V1-CS-0391,,V1-CARD-0195,SRC-0240,B,both,yes,yes,SRC-0240,used,NONE
V1-CS-0392,,V1-CARD-0196,SRC-0241,B,both,yes,yes,SRC-0241,used,NONE
V1-CS-0393,,V1-CARD-0196,SRC-0242,B,both,yes,yes,SRC-0242,used,NONE
V1-CS-0394,,V1-CARD-0197,SRC-0243,B,both,yes,yes,SRC-0243,used,NONE
V1-CS-0395,,V1-CARD-0197,SRC-0244,B,both,yes,yes,SRC-0244,used,NONE
V1-CS-0396,,V1-CARD-0198,SRC-0245,B,both,yes,yes,SRC-0245,used,NONE
V1-CS-0397,,V1-CARD-0198,SRC-0246,B,both,yes,yes,SRC-0246,used,NONE
V1-CS-0398,,V1-CARD-0199,SRC-0241,B,both,yes,yes,SRC-0241,used,NONE
V1-CS-0399,,V1-CARD-0199,SRC-0242,B,both,yes,yes,SRC-0242,used,NONE
V1-CS-0400,,V1-CARD-0200,SRC-0241,B,both,yes,yes,SRC-0241,used,NONE
V1-CS-0401,,V1-CARD-0200,SRC-0242,B,both,yes,yes,SRC-0242,used,NONE
V1-CS-0402,,V1-CARD-0201,SRC-0241,B,both,yes,yes,SRC-0241,used,NONE
V1-CS-0403,,V1-CARD-0201,SRC-0242,B,both,yes,yes,SRC-0242,used,NONE
V1-CS-0404,,V1-CARD-0202,SRC-0243,B,both,yes,yes,SRC-0243,used,NONE
V1-CS-0405,,V1-CARD-0202,SRC-0244,B,both,yes,yes,SRC-0244,used,NONE
V1-CS-0406,,V1-CARD-0203,SRC-0243,B,both,yes,yes,SRC-0243,used,NONE
V1-CS-0407,,V1-CARD-0203,SRC-0244,B,both,yes,yes,SRC-0244,used,NONE
V1-CS-0408,,V1-CARD-0204,SRC-0243,B,both,yes,yes,SRC-0243,used,NONE
V1-CS-0409,,V1-CARD-0204,SRC-0244,B,both,yes,yes,SRC-0244,used,NONE
V1-CS-0410,,V1-CARD-0205,SRC-0245,B,both,yes,yes,SRC-0245,used,NONE
V1-CS-0411,,V1-CARD-0205,SRC-0246,B,both,yes,yes,SRC-0246,used,NONE
V1-CS-0412,,V1-CARD-0206,SRC-0245,B,both,yes,yes,SRC-0245,used,NONE
V1-CS-0413,,V1-CARD-0206,SRC-0246,B,both,yes,yes,SRC-0246,used,NONE
V1-CS-0414,,V1-CARD-0207,SRC-0245,B,both,yes,yes,SRC-0245,used,NONE
V1-CS-0415,,V1-CARD-0207,SRC-0246,B,both,yes,yes,SRC-0246,used,NONE
V1-CS-0416,,V1-CARD-0208,SRC-0247,A,both,yes,yes,SRC-0247,used,NONE
V1-CS-0417,,V1-CARD-0208,SRC-0248,B,both,yes,yes,SRC-0248,used,NONE
V1-CS-0418,,V1-CARD-0209,SRC-0249,C,both,yes,yes,SRC-0249,used,NONE
V1-CS-0419,,V1-CARD-0209,SRC-0250,B,both,yes,yes,SRC-0250,used,NONE
V1-CS-0420,,V1-CARD-0210,SRC-0251,B,both,yes,yes,SRC-0251,used,NONE
V1-CS-0421,,V1-CARD-0210,SRC-0252,B,both,yes,yes,SRC-0252,used,NONE
V1-CS-0422,,V1-CARD-0210,SRC-0253,B,both,yes,yes,SRC-0253,used,NONE
V1-CS-0423,,V1-CARD-0211,SRC-0247,A,both,yes,yes,SRC-0247,used,NONE
V1-CS-0424,,V1-CARD-0211,SRC-0248,B,both,yes,yes,SRC-0248,used,NONE
V1-CS-0425,,V1-CARD-0212,SRC-0247,A,both,yes,yes,SRC-0247,used,NONE
V1-CS-0426,,V1-CARD-0212,SRC-0248,B,both,yes,yes,SRC-0248,used,NONE
V1-CS-0427,,V1-CARD-0213,SRC-0248,B,both,yes,yes,SRC-0248,used,NONE
V1-CS-0428,,V1-CARD-0214,SRC-0249,C,both,yes,yes,SRC-0249,used,NONE
V1-CS-0429,,V1-CARD-0214,SRC-0250,B,both,yes,yes,SRC-0250,used,NONE
V1-CS-0430,,V1-CARD-0215,SRC-0249,C,both,yes,yes,SRC-0249,used,NONE
V1-CS-0431,,V1-CARD-0215,SRC-0250,B,both,yes,yes,SRC-0250,used,NONE
V1-CS-0432,,V1-CARD-0216,SRC-0249,C,both,yes,yes,SRC-0249,used,NONE
V1-CS-0433,,V1-CARD-0216,SRC-0250,B,both,yes,yes,SRC-0250,used,NONE
V1-CS-0434,,V1-CARD-0217,SRC-0251,B,both,yes,yes,SRC-0251,used,NONE
V1-CS-0435,,V1-CARD-0218,SRC-0252,B,both,yes,yes,SRC-0252,used,NONE
V1-CS-0436,,V1-CARD-0218,SRC-0253,B,both,yes,yes,SRC-0253,used,NONE
V1-CS-0437,,V1-CARD-0219,SRC-0253,B,both,yes,yes,SRC-0253,used,NONE
V1-CS-0438,,V1-CARD-0220,SRC-0254,B,both,yes,yes,SRC-0254,used,NONE
V1-CS-0439,,V1-CARD-0220,SRC-0255,A,both,yes,yes,SRC-0255,used,NONE
V1-CS-0440,,V1-CARD-0221,SRC-0256,B,both,yes,yes,SRC-0256,used,NONE
V1-CS-0441,,V1-CARD-0221,SRC-0257,A,both,yes,yes,SRC-0257,used,NONE
V1-CS-0442,,V1-CARD-0222,SRC-0258,B,both,yes,yes,SRC-0258,used,NONE
V1-CS-0443,,V1-CARD-0222,SRC-0259,A,both,yes,yes,SRC-0259,used,NONE
V1-CS-0444,,V1-CARD-0222,SRC-0260,A,both,yes,yes,SRC-0260,used,NONE
V1-CS-0445,,V1-CARD-0223,SRC-0254,B,both,yes,yes,SRC-0254,used,NONE
V1-CS-0446,,V1-CARD-0223,SRC-0255,A,both,yes,yes,SRC-0255,used,NONE
V1-CS-0447,,V1-CARD-0224,SRC-0254,B,both,yes,yes,SRC-0254,used,NONE
V1-CS-0448,,V1-CARD-0225,SRC-0254,B,both,yes,yes,SRC-0254,used,NONE
V1-CS-0449,,V1-CARD-0226,SRC-0256,B,both,yes,yes,SRC-0256,used,NONE
V1-CS-0450,,V1-CARD-0226,SRC-0257,A,both,yes,yes,SRC-0257,used,NONE
V1-CS-0451,,V1-CARD-0227,SRC-0256,B,both,yes,yes,SRC-0256,used,NONE
V1-CS-0452,,V1-CARD-0227,SRC-0257,A,both,yes,yes,SRC-0257,used,NONE
V1-CS-0453,,V1-CARD-0228,SRC-0256,B,both,yes,yes,SRC-0256,used,DISPUTED-YEAR
V1-CS-0454,,V1-CARD-0228,SRC-0257,A,both,yes,yes,SRC-0257,used,DISPUTED-YEAR
V1-CS-0455,,V1-CARD-0229,SRC-0258,B,both,yes,yes,SRC-0258,used,NONE
V1-CS-0456,,V1-CARD-0229,SRC-0259,A,both,yes,yes,SRC-0259,used,NONE
V1-CS-0457,,V1-CARD-0230,SRC-0258,B,both,yes,yes,SRC-0258,used,NONE
V1-CS-0458,,V1-CARD-0230,SRC-0259,A,both,yes,yes,SRC-0259,used,NONE
V1-CS-0459,,V1-CARD-0231,SRC-0260,A,both,yes,yes,SRC-0260,used,NONE
V1-CS-0460,,V1-CARD-0232,SRC-0261,B,both,yes,yes,SRC-0261,used,NONE
V1-CS-0461,,V1-CARD-0232,SRC-0262,A,both,yes,yes,SRC-0262,used,NONE
V1-CS-0462,,V1-CARD-0233,SRC-0261,B,both,yes,yes,SRC-0261,used,BIBLIOGRAPHIC-DISPUTE
V1-CS-0463,,V1-CARD-0233,SRC-0262,A,both,yes,yes,SRC-0262,used,BIBLIOGRAPHIC-DISPUTE
V1-CS-0464,,V1-CARD-0234,SRC-0262,A,both,yes,yes,SRC-0262,used,NONE
V1-CS-0465,,V1-CARD-0235,SRC-0262,A,both,yes,yes,SRC-0262,used,NONE
V1-CS-0466,,V1-CARD-0236,SRC-0263,B,both,yes,yes,SRC-0263,used,NONE
V1-CS-0467,,V1-CARD-0237,SRC-0264,B,both,yes,yes,SRC-0264,used,NONE
V1-CS-0468,,V1-CARD-0238,SRC-0265,B,both,yes,yes,SRC-0265,used,NONE
V1-CS-0469,,V1-CARD-0239,SRC-0266,B,both,yes,yes,SRC-0266,used,NONE
V1-CS-0470,,V1-CARD-0240,SRC-0267,B,both,yes,yes,SRC-0267,used,NONE
V1-CS-0471,,V1-CARD-0240,SRC-0268,B,both,yes,yes,SRC-0268,used,NONE
V1-CS-0472,,V1-CARD-0241,SRC-0268,B,both,yes,yes,SRC-0268,used,NONE
V1-CS-0473,,V1-CARD-0242,SRC-0268,B,both,yes,yes,SRC-0268,used,NONE
V1-CS-0474,,V1-CARD-0242,SRC-0269,B,both,yes,yes,SRC-0269,used,NONE
V1-CS-0475,,V1-CARD-0243,SRC-0268,B,both,yes,yes,SRC-0268,used,NONE
V1-CS-0476,,V1-CARD-0243,SRC-0269,B,both,yes,yes,SRC-0269,used,NONE
V1-CS-0477,,V1-CARD-0244,SRC-0270,B,both,yes,yes,SRC-0270,used,DISPUTED-YEAR
V1-CS-0478,,V1-CARD-0244,SRC-0271,B,both,yes,yes,SRC-0271,used,DISPUTED-YEAR
V1-CS-0479,,V1-CARD-0244,SRC-0272,B,both,yes,yes,SRC-0272,used,DISPUTED-YEAR
V1-CS-0480,,V1-CARD-0245,SRC-0271,B,both,yes,yes,SRC-0271,used,NONE
V1-CS-0481,,V1-CARD-0246,SRC-0271,B,both,yes,yes,SRC-0271,used,NONE
V1-CS-0482,,V1-CARD-0247,SRC-0271,B,both,yes,yes,SRC-0271,used,NONE
V1-CS-0483,,V1-CARD-0248,SRC-0274,B,both,yes,yes,SRC-0274,used,NONE
V1-CS-0484,,V1-CARD-0248,SRC-0273,B,both,yes,yes,SRC-0273,used,NONE
V1-CS-0485,,V1-CARD-0249,SRC-0273,B,both,yes,yes,SRC-0273,used,NONE
V1-CS-0486,,V1-CARD-0249,SRC-0274,B,both,yes,yes,SRC-0274,used,NONE
V1-CS-0487,,V1-CARD-0250,SRC-0273,B,both,yes,yes,SRC-0273,used,NONE
V1-CS-0488,,V1-CARD-0250,SRC-0274,B,both,yes,yes,SRC-0274,used,NONE
V1-CS-0489,,V1-CARD-0251,SRC-0273,B,both,yes,yes,SRC-0273,used,NONE
V1-CS-0490,,V1-CARD-0251,SRC-0274,B,both,yes,yes,SRC-0274,used,NONE
V1-CS-0491,,V1-CARD-0252,SRC-0275,B,both,yes,yes,SRC-0275,used,NONE
V1-CS-0492,,V1-CARD-0252,SRC-0276,C,both,yes,yes,SRC-0276,used,NONE
V1-CS-0493,,V1-CARD-0253,SRC-0275,B,both,yes,yes,SRC-0275,used,NONE
V1-CS-0494,,V1-CARD-0253,SRC-0276,C,both,yes,yes,SRC-0276,used,NONE
V1-CS-0495,,V1-CARD-0254,SRC-0275,B,both,yes,yes,SRC-0275,used,NONE
V1-CS-0496,,V1-CARD-0255,SRC-0275,B,both,yes,yes,SRC-0275,used,NONE
V1-CS-0497,,V1-CARD-0255,SRC-0276,C,both,yes,yes,SRC-0276,used,NONE
V1-CS-0498,SOL-AUDIT-B16-B17,V1-CARD-0244,SRC-0277,B,research,yes,yes,SRC-0277,used,NONE
V1-CS-0499,SOL-AUDIT-B16-B17,V1-CARD-0232,SRC-0278,C,display_and_fact,yes,yes,SRC-0278,used,NONE
V1-CS-0500,SOL-AUDIT-B16-B17,V1-CARD-0233,SRC-0278,C,display,yes,no,SRC-0278,used,NONE
V1-CS-0501,SOL-AUDIT-B16-B17,V1-CARD-0234,SRC-0278,C,display,yes,no,SRC-0278,used,NONE
V1-CS-0502,SOL-AUDIT-B16-B17,V1-CARD-0235,SRC-0279,B,display,yes,no,SRC-0279,used,NONE
V1-CS-0503,SOL-AUDIT-B16-B17,V1-CARD-0237,SRC-0280,C,display,yes,no,SRC-0280,used,NONE
V1-CS-0504,SOL-AUDIT-B16-B17,V1-CARD-0238,SRC-0280,C,display,yes,no,SRC-0280,used,NONE
V1-CS-0505,SOL-AUDIT-B16-B17,V1-CARD-0239,SRC-0280,C,display,yes,no,SRC-0280,used,NONE
